fov_id;chnl_id;lineage_times;fl_totals;fl_concs
15;1326;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[41059 28511 57292 28617 29165 26700 23262 23729 21315 19343 19413 19010
 20241 18527 19195 18143 17332]";"[7.55872607 6.50936073 8.38583138 8.11140308 8.31493142 7.95771323
 6.59354434 7.19010313 6.27929276 5.61093668 5.7011765  5.58282416
 5.96565778 5.61108425 5.5025478  4.9547313  5.24916674]"
15;1105;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[29838 24187 16728 17926 18195 22008 15711 14910 14159 13424 12046 13332
 11803 12523 10973 11540 13088]";"[7.07061611 7.93016393 7.58830748 7.02747315 8.47187541 8.46687544
 7.08763627 6.76360978 6.04288088 6.43478075 6.15145172 5.73058373
 5.38355984 4.93542258 5.35204803 5.64310741 5.8859569 ]"
15;1620;[  1  31  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[28954 19797 16872 15536 14403 12615 11913 11637 10838 10375  9657  9826
  9584  8569  8704  7365]";"[6.16567291 6.80309278 6.11892523 7.48853933 7.64109737 6.36194037
 6.60290629 5.92977327 5.98490869 5.32049364 4.64305923 5.02485424
 4.21221731 4.35092253 3.66154637 4.07987665]"
15;662;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[13616 30027 24359 10213  9362  8280  7244  7776  7317  7256  7307  7304
  7028  7129  6570  6246  6793]";"[6.04618117 7.34156479 6.43736786 6.03134702 6.32877069 5.30912499
 5.20204918 5.6053429  5.02654672 5.31242209 4.89920887 4.44954554
 4.58568044 4.52155769 4.48874024 4.3861522  4.00284472]"
15;1400;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[56715 47296 66850 39332 41524 37548 34505 31610 30333 29304 28932 27149
 26931 26548 26309 25399 26160]";"[ 8.32574868  8.80416977  8.51809378  8.68377529 10.16636546  8.8295898
  8.44510306  8.41350373  7.42400554  7.57382152  6.89195411  6.61684967
  6.73947285  6.64362724  6.62304338  6.15811108  5.94277883]"
16;1473;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[43539 35653 22418 31164 31894 29342 30577 28255 29606 27806 25264 26428
 23944 23606 20518 19301 18421]";"[6.0103534  5.515625   4.55503821 6.0839209  6.32621308 5.97213439
 6.62873365 5.48554462 5.25694592 5.03221881 5.35244525 4.79648609
 4.67034252 4.26465059 4.33438401 3.68296414 3.60467722]"
16;808;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[33879 60524 19148 24096 24570 24111 21786 22055 20970 18499 17342 18387
 17199 16602 16729 16115 15511]";"[ 9.58658744 10.9407086   8.43228747 10.08551528  9.40915524 10.61786522
 10.03732055  8.97313912  8.61952761  7.87770211  7.62189822  7.53746304
  7.5522623   7.29011331  7.35248156  6.60467511  7.25994974]"
16;1842;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[18294 12537 21728  9332  8397  7903  6563  6043  6590  6169  5849  5584
  5091  4588  4832  4740  4206]";"[4.45760234 5.08806818 6.14827391 5.20230699 4.83662335 4.59089418
 4.43661797 3.74258047 3.37267254 3.15235105 2.75540241 2.88136204
 2.64452121 2.68953269 2.48620775 2.42416989 2.02599966]"
16;1398;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[28502 22553 17678 18736 20469 20838 20821 19748 19259 17176 16162 16944
 14989 14206 15050 13146 14181]";"[6.14797239 6.36730661 6.41123519 5.89751394 6.62864188 7.35098432
 7.34498726 7.25343392 6.52707589 6.31037326 5.52661472 6.41339378
 5.67341592 4.9961726  5.93541417 4.45427088 5.1942579 ]"
16;735;[  1  31  61 121 151 181 211 241 271 301 331 361 391 451 481];"[24366 28672 51200 39975 38078 35089 32780 32926 28395 25312 29083 25656
 20648 19518 21711]";"[ 7.60961899 10.54117647 12.2605364  18.39129937 14.43588379 12.85250092
 13.39393758 12.58206066 11.20327029 10.80283925 10.98703757 10.5793491
  8.49372248  8.12060217 10.04541994]"
17;294;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[17809 29844 22617 24869 26897 19529 24208 16377 18161 20653 15665 17593
 16002 17239 15925 14147 15844]";"[7.68955095 8.77764706 7.21205357 8.65912256 9.371777   7.97102041
 8.19498984 8.47232281 6.82744361 8.670445   6.43062397 7.39823381
 5.90479705 5.22077529 6.75360475 4.23542617 5.8468336 ]"
17;1032;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[14751 29990 25660 30749 12373 10123 10290  7973  7989  7728  8519  7162
  7024  6578  7149  7229  6826]";"[ 6.99099526  8.34910913  7.63236169 11.08471521  7.58917718  6.48997203
  6.5802682   5.48512867  6.09647177  4.90478013  5.2267117   4.82193833
  5.0809627   4.77985783  5.21675311  5.16635905  5.75581213]"
17;1623;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[21465 16246 15047 18884 19602 16016 18235 16070 15724 14800 13836 13099
 13641 12565 12096 11351 11239]";"[5.32366071 4.9081571  5.33786453 7.51998321 7.26763818 6.59264508
 7.05609119 7.09767765 6.14156138 5.70258902 5.04604911 4.84293125
 5.63964893 4.66653379 4.70771936 4.9986889  4.83587831]"
17;1549;[  1  31  61 271 301 331];[53632 38859 71938 19269 17782 17515];[7.15093333 5.87348851 7.32864711 5.3672569  5.67708461 5.37127407]
17;1327;[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481];"[13254 29868 22277  7268  7225  7019  7319  6919  6449  7050  6147  6543
  5648  5264  5770  5439]";"[5.34004835 7.50829563 7.62388775 5.21431583 5.467614   5.02768807
 5.19399028 5.38342021 4.32430795 5.76789137 6.15703354 5.73472
 3.86929396 4.00573584 3.86986939 4.1668033 ]"
17;1107;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[14225 28609 16025 11907  7003  7845  6390  5225  5770  5546  5120  4653
  5035  4750  4886  4829  4503]";"[6.87862669 6.91706963 6.27938871 9.96914791 6.66651677 7.4888667
 6.74190457 5.05218029 6.05929844 7.13828781 4.4584     4.49631501
 4.44753872 5.57389985 5.03320846 4.49499864 4.52034579]"
17;663;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[39099 30305 20755 31304 30940 30379 27465 27184 25912 23756 23173 22033
 20167 22912 19785 19246 18124]";"[7.85751608 6.69871795 6.12029885 9.49345652 9.41202813 8.48146826
 7.2677272  8.77850853 7.6569969  6.82039355 7.2963411  5.47945604
 6.86629434 6.58022537 5.98897981 6.14645462 6.53023995]"
17;1179;[  1  31  61 391 421 481];[16465 32736 26062  8940  8707  8216];[5.37369452 6.92972058 7.88801453 5.65461369 5.48463408 4.65159395]
17;222;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[34287 28372 14343 16243 17881 17267 16165 17431 14224 15369 13345 13538
 12221 12813 12176 12799 11610]";"[7.42142857 9.26583932 6.1651487  7.02267171 7.97169497 7.65325686
 6.92397563 9.66131616 6.40192392 7.13028027 5.68336459 6.59639847
 6.22735749 7.04579429 6.41880093 5.87486496 6.13105055]"
17;1253;[  1  31  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[17002 15477 10458 12429 10458  9784  9845  8389  9450  8316  8125  7984
  7944  7297  7075  7146]";"[6.65179969 6.3691358  6.1765465  6.53880129 6.51783509 6.73771976
 7.04986346 5.49778504 6.0514979  5.19216729 5.21925669 5.1319976
 4.44535759 4.80466297 5.04770555 4.80435209]"
18;736;[  1  31  61  91 151 181 211 241 271 301 331 361 391 421 451 481];"[39250 25756 47224 28176  9021  7472  7739  8025  6705  7258  6887  6147
  6531  5095  5787  4947]";"[ 8.73775601  9.46911765  9.9293524  10.16450216  7.52867656  6.76557497
  6.65314244  6.34005982  5.59580715  6.75599505  5.56302045  5.40017848
  5.39136204  4.53117372  5.20514046  4.27216937]"
18;1474;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[26003 46269 39219 17542 16348 14701 13336 12284 11033 11289 11704  9500
 10958 10602  9842  9764  9672]";"[6.03038033 7.49174223 8.21168342 8.52763555 7.1575132  7.51651942
 6.42092323 6.74077571 5.36050713 5.50394176 6.07008393 4.65313483
 5.5355235  5.08660937 5.11242934 5.04954903 4.65288243]"
18;1031;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[22741 20987 32287 13820 12063 11046  9845  9561  8937  8191  7748  7598
  7547  7405  7201  7011  7225]";"[7.06681168 8.60828548 7.44626384 6.94659946 5.94479093 5.27074411
 5.11249449 5.50834015 4.95360654 4.27436707 4.11177004 3.99425303
 4.18873925 4.16780392 3.99154006 3.6785067  3.80847584]"
18;809;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[23738 22978 15036 17480 16449 16661 14370 15414 12977 13375 11476 11952
 11436 10697 10630 10551 10852]";"[7.55025445 8.61244378 6.56432795 8.10737217 7.9620598  9.03009969
 7.28897129 7.95940365 7.34594549 7.61519512 6.89888912 7.26633522
 6.87817181 6.43279746 6.38294208 6.25984672 6.38587242]"
18;1771;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[12739 24254 21910  7955  6793  6116  5889  5212  6106  4872  4179  3982
  3845  3634  3828  3447  3352]";"[5.10376603 4.93770358 5.77795359 6.26659899 5.72403455 5.07312665
 4.56283816 4.13018732 4.36573147 3.04691131 2.83246341 2.23558202
 2.40463341 2.49215792 2.37562974 1.87718379 2.02171587]"
18;590;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[22323  9868 26156 12687 13888  9967  8949  7784  8141  7329  6423  7030
  6273  6059  5398  6444  5563]";"[7.54665314 4.73058485 7.65242832 8.21417262 7.98485232 7.81087167
 5.83201066 5.68453414 6.30770342 5.81969925 5.02179338 4.11622405
 4.61384613 4.67963561 4.63936874 4.82632684 3.79962788]"
18;884;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[21922 18115 30786 26515 15827  9080  9838 11260  8344  9071  8766  8101
  7835  9520  6724  6497  6168]";"[ 7.44127631  7.95913884  9.60861423  7.09716274 10.89749657  6.01074263
  8.69768459  9.0449323   6.35303568  7.58563542  7.01637551  5.93108204
  5.68799308  6.40950194  5.50918447  4.84539678  5.0536362 ]"
18;661;[  1  31  61  91 121 181 241 271 331];[21052 36369 28996 33261 31694 28652 26692 25262 19678];"[7.01265823 6.86725831 8.61437908 9.85803201 9.36583924 8.7194157
 7.91108477 6.94774477 5.47219132]"
18;1846;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[15199 10126 17529  8023  5840  5657  5012  5074  3868  4047  3609  3761
  3034  3402  3400  3157  2882]";"[5.58376194 5.49430277 6.19399293 6.49861167 5.96047902 5.98767422
 5.05859876 5.04572692 3.95330726 4.19034813 3.64118354 3.47598695
 2.88836792 3.27629495 3.23086705 3.15420753 2.74187626]"
18;442;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[18674 14635 27542 10669  9940 10522  9433  9764  9161  9470  9550  7920
  7148  7337  8121  6625  6218]";"[8.53473492 8.29648526 8.07209848 7.04921221 6.40973738 6.44501393
 6.87806449 6.23205274 5.87961962 5.8299255  6.0954633  5.66272409
 4.59310358 4.89013355 5.55665931 4.20732422 4.20339639]"
19;1476;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[16786 14070 10789  9649 11904  8741  7652  8126  8688  8211  8304  7733
  7280  7666  7367  7683  7651]";"[5.82442748 6.35501355 6.03525021 7.2803481  7.70893051 6.7552782
 6.11160044 6.65488048 6.09908994 5.64886386 6.00322417 5.96934965
 5.69030924 6.2052316  6.66009785 5.56595777 5.82216659]"
19;1254;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[17150 24683 23537  9583 10521  8867  6460  6629  6465  5009  5350  5564
  4833  4760  5212  4378  4520]";"[7.20588235 5.82146226 7.34612984 6.94990421 8.19383351 6.83082804
 5.4405838  5.06176062 4.82601069 3.62209132 4.44978024 4.64891137
 3.69866075 3.23751081 3.50060324 3.16447971 3.56409317]"
19;588;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[32234 27196 17424 19810 17919 18698 18401 16200 15217 14532 14187 14038
 12850 12389 11963 11670 11211]";"[7.6311553  7.98942421 6.10559404 7.00072474 7.18033429 8.271476
 6.9537513  6.06314181 7.00088562 5.18287394 5.5341122  5.88503901
 5.25096702 5.49117966 5.35669586 5.2216688  4.96905442]"
19;1772;[  1  31  61  91 121 181 211 241 271 301 331 361 391 421 451 481];"[10747 26523 15013 20003 18999  6941  5898  5760  4591  4604  4339  3986
  4080  3916  4182  4365]";"[5.88554217 5.55804694 4.93848684 6.56266404 5.97828823 7.70606197
 5.29831895 6.00293542 5.53335506 4.75926969 3.78639248 5.2450522
 4.05971179 4.53940704 5.49448613 4.97329214]"
19;218;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[25650 42455 24127 16861 12221 10214 10459  8371  8245  8494  7641  7128
  7326  6797  7225  6210  6670]";"[6.81818182 6.91900261 6.64289648 7.17498737 5.23656465 5.2241782
 5.02923912 3.96376718 4.20133888 4.02582925 3.72308175 3.61533526
 3.80313057 3.63994397 4.02115923 3.30103343 3.54919787]"
20;962;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451];"[18272 35633 22135 24883 22529 21947 19264 20626 18933 19723 18174 15956
 17361 15429 14400 16053]";"[ 7.90995671  8.18772978  8.91821112  9.71233411 10.03966132  8.96527778
  8.95167286  8.86758383  6.71859475  7.92088353  6.96321839  7.14234557
  6.62128146  6.10807601  5.16870065  6.26092044]"
20;292;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[18382 13709 32429 14439 14142 10607  9102 11772  9857  9266  8530  7285
  7986  6373  8099  6833  7131]";"[ 5.02240437  7.34279593  9.12464828  9.16974406 10.48835628  6.63442872
  6.46398801  6.99478447  6.10468571  7.24263811  5.98534423  4.78588219
  6.25271748  4.5758672   5.81514961  4.31895588  5.18169143]"
20;1701;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[15433 10969 22438  7708  7662  7155  6184  5363  5484  5100  4979  4673
  5723  5741  5316  4973  5193]";"[5.19979784 4.38409273 5.37823586 4.65261584 4.45089602 3.94841293
 3.85615426 3.25907067 3.19451216 3.12853218 2.97985651 2.6146978
 2.90591137 2.87074266 2.74304147 2.73269117 3.21056781]"
20;1478;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[27087 18819 34533 17055 16209 15711 15117 10908 11325 10823 10015  9511
  9385  8984  9494  8417  8282]";"[6.47394837 5.69582324 6.99615073 7.67609761 7.90464868 8.21320811
 7.16968301 5.31950816 4.9726112  4.78022186 4.46100326 4.72583334
 4.19151095 3.7252429  4.44008677 3.51987636 3.97852833]"
20;812;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[57025 34436 29790 34054 33525 33286 26804 22421 24691 24472 23478 20530
 21258 20014 19378 17798 17875]";"[10.28589466  8.20686368  9.08231707  9.49108138  9.10016287  8.16633955
  7.87426557  8.67014695  6.13898558  6.31372549  5.74877571  5.04174853
  5.74851271  4.68054256  5.18405564  5.24832951  5.4234625 ]"
20;367;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[17628 14887 29691 13857 12323 15254 12955 10634 10782  9120  9473  8901
  8883  9006  8953  8806  8738]";"[6.09543568 6.12129934 7.93452699 7.84833876 8.5768098  8.78929457
 7.40690163 6.28608519 5.25353585 5.14436941 4.85656332 4.21873159
 5.04564268 5.43149922 5.36125683 4.50402519 4.87507137]"
20;145;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[41328 32480 49817 16401 15835 13606 12324 13144 11869 11807 10923 11299
 10833 10495 10008 10098  9698]";"[7.82727273 8.21862348 8.43783875 8.25203042 7.86622021 6.92619621
 6.4154559  7.41656906 5.32095015 5.48058843 5.35393849 5.37077431
 5.41937405 5.03106795 4.90544872 5.5452774  5.04273191]"
20;1404;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[34453 22706 14552 21054 21074 21478 21753 19486 18204 17681 15929 16070
 15372 14525 14647 14472 13495]";"[8.1487701  5.25115634 4.06324638 6.18596555 5.93622786 6.99076814
 7.38933994 6.72925437 5.8821641  5.94406771 5.3550735  5.53181319
 5.00034081 4.69626052 4.87778104 5.06734771 4.23525604]"
20;442;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[23688 19000 44275 15970 15963 14478 12811 13107 11305 10439 11571 10786
  8981  9018  8973  9192  9002]";"[ 6.68020305  7.07371556  9.24707602 10.8250955   9.94561332  8.98494445
  7.53072033  8.17312643  6.98311962  7.15148011  7.21654696  6.69395271
  6.01895414  5.91144722  5.2255771   5.63294822  5.95223211]"
21;1477;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[45652 22691 13380 17038 20692 15720 14794 14509 13808 13214 12269 11015
 10990 10912 10672 10047  9445]";"[9.92434783 8.05216466 5.34457249 7.12896204 8.26531345 6.33341848
 6.0782679  6.16488018 5.71927339 5.32596622 5.19872856 4.63066999
 4.19271751 4.3583406  5.15823643 4.60076256 4.03791574]"
21;588;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[25098 14357 35689 15716 15329 12097 11654  8466 10169  8848  8665  7378
  7587  6497  8157  7506  7021]";"[7.05793026 6.08347458 9.42657158 9.39627833 8.65603172 6.31125601
 6.23144643 5.24096041 5.62751237 4.5704302  5.21477087 4.36343093
 4.60809265 3.14896482 3.95172182 4.6060366  3.84561189]"
21;369;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[37368 24460 35791 13420 13449 13682 12780 12355 12834 11743 12569 12008
 10626  9437  9612  9144  9211]";"[10.23220153  8.60056259  8.26963956  8.2499563   7.90132865  7.69325274
  6.94879433  6.46660793  6.68914863  6.37777505  6.99455899  6.65987394
  5.51099725  5.74196818  5.17563507  5.25643245  6.09689604]"
21;886;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[33253 24384 14061 15981 16418 14798 15312 14571 12974 11465 11671 11338
 10671 10820 10066  9625  8680]";"[7.72606877 8.00525279 6.63562603 7.94146663 8.16299683 7.72177346
 7.94539408 8.06357388 6.82471951 7.0975208  7.32703942 6.88636904
 6.21227963 5.82608942 6.30260858 5.41204193 5.92859429]"
21;739;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[15170 10854 21494 22987  8787  7594  7549  5913  5564  5160  4815  5117
  4863  4834  5383  4788  4314]";"[6.29983389 6.32886297 6.75487115 8.08831809 8.06773948 7.25408821
 6.25140345 5.89023744 5.54226416 4.82041768 4.62945153 5.43229552
 4.74622824 4.3109926  4.9986033  4.31601829 4.17131211]"
22;519;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[15370 12211 14805 12397 13834 10119 11959 12770 12267 12003 11549 11505
 10455 11494 11065 10383 10571]";"[6.73531989 6.30082559 9.58557968 5.59242152 7.92194196 6.40753538
 6.92121442 8.0270948  7.84834418 8.38556612 7.99759575 6.33583572
 6.94926318 6.64650509 5.75882299 5.21238388 6.0187086 ]"
22;296;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[33715 29437 16715 20700 20250 19729 18769 18923 15696 15576 14430 14345
 12660 13293 12892 13676 12160]";"[8.38264545 8.63255132 6.76689052 8.8648246  8.14896224 8.87255835
 9.59082516 9.81914134 7.71444424 7.70819016 7.70034391 7.70564462
 6.23419971 7.12269101 7.47202729 6.21416837 7.48138063]"
22;76;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[18021 17718 11951 14059 15217 14457 12931 13653 15315 14697 11372 12009
 11941 11301 11160 11108 11527]";"[6.46377331 7.35186722 5.32986032 7.08351117 7.74570033 7.61545573
 6.50677463 8.17572205 7.46224277 7.30265719 6.08995776 6.15843934
 6.08468012 5.69803562 5.82240366 5.5141849  6.19191116]"
22;591;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[32145 26055 15921 23039 25174 24358 20794 19788 21247 19267 16991 18020
 18815 17097 16417 16429 15975]";"[ 9.00420168  8.18310302  6.90263074 10.02103937 10.06584942 11.45877782
  8.94081457  9.9466221   9.49224718  9.38699163  8.28148128  8.59242557
  9.10383721  8.70163112  7.32699594  7.04881121  7.37737624]"
22;1553;[  1  31  61 151 181 211 241 271 301 331 361 391 421 451 481];"[13142 16066 21794 10421  6862  6358  5885  5094  6213  4784  5359  5662
  5208  4434  4814]";"[6.73948718 9.62612343 7.22612732 8.63773102 6.66292597 5.74674436
 4.87906859 4.72514259 5.62739024 4.56948694 4.0523275  4.15406882
 3.766851   4.12829657 4.25849231]"
22;148;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[29272 60976 19505 20089 20287 19292 18366 17684 16114 16155 14577 14186
 14457 14245 14873 13713 13143]";"[7.69910573 8.95126248 7.66677613 8.97211119 8.60501814 8.11218186
 7.52227526 8.77861414 6.83936504 6.16058012 5.9269814  5.40611923
 6.02954948 5.48206209 6.03565421 6.19125648 5.27064968]"
22;1333;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[22745 48896 39608 21562 21261 19245 18007 16304 17352 15944 12360 13198
 14306 11286 11158 12306 11615]";"[6.27275234 6.61829995 6.36784566 8.98671892 9.49777326 9.18781114
 8.81307879 7.55726952 8.33559811 7.57894608 5.7960489  6.77452752
 7.21317561 5.44092072 5.26763678 5.55312228 5.18746933]"
22;1852;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[11468  7666 12287  6298  6236  6034  5302  4921  4359  4469  3964  3737
  4164  4368  3518  3540  3770]";"[6.5381984  6.21231767 4.39135096 6.16835589 4.24265644 4.71639093
 3.83483948 3.81285554 3.32284275 3.30382099 3.0868965  2.68928224
 3.39840439 3.24332949 2.5703096  2.6446372  2.58272632]"
22;1629;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[21387 10340 26107 13923 12323  8879  7694  7522  7938  6449  6700  5552
  6204  5835  5770  5437  5770]";"[7.51475755 5.49707602 8.36762821 9.04523557 8.07007127 6.15649517
 4.45927718 4.97938392 4.36212498 4.03480539 3.96925546 3.41664282
 3.58263398 3.64546976 3.67534453 3.39681561 3.70917375]"
22;1406;[  1  31  61  91 121 151 181 241 271 301 331 361 391 421 451 481];"[34968 14740 27914 27330 27629 24729 23252 19376 18812 16068 15718 15397
 13967 14350 14493 14900]";"[9.70255272 6.63366337 7.66026345 7.61705686 6.64797883 5.70318266
 5.85397784 4.93616689 5.4470048  4.79478809 3.91171835 4.36079207
 3.37901021 4.12013797 3.31994559 4.72310301]"
23;1479;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[35858 21580 47359 57660 23554 19414 17876 17681 14713 14724 14900 13575
 13298 12576 12799 11948 11579]";"[7.51424979 5.64330544 7.34931719 8.90364422 8.29421439 6.83307384
 6.33595186 6.04015602 5.35463601 5.64336239 5.42269262 4.82104648
 5.04752436 4.36320871 4.97228823 4.21002478 4.25797141]"
23;74;[  1  31  61  91 121 151 181 241 271 301 331 361 391 421 451 481];"[26762 21791 13733 18721 18298 19661 19111  5830  5656  5255  5297  4985
  3836  4119  3983  4007]";"[7.61582242 6.40911765 4.69343814 7.4884     6.21113374 6.84098817
 7.7623883  6.09010206 5.54521328 5.35053927 5.15611924 4.88238395
 3.73780737 3.82486476 3.45797975 3.91536569]"
23;519;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[61715 43999 29272 37956 32056 26260 22438 20106 21646 16110 15014  7169
  7352  7535  7631  7772  8015]";"[ 8.8315684   8.25187547  7.90358351 10.67851425  9.24058196  7.11643862
  7.04887849  6.33194244  7.62749188  6.64363203  6.17913114  3.59891939
  3.27647881  3.17248299  3.64659164  3.68135925  3.72120412]"
23;593;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[44079 44880 24451 26494 27161 24755 23982 23914 22630 20468 18409 18551
 18965 17888 15845 15079 14897]";"[7.71691176 8.59770115 6.44109039 6.14854032 7.19980541 5.99023916
 6.20541907 6.99597366 5.44389794 6.04174993 4.98727363 4.7089708
 5.28463016 4.37526462 3.9736985  3.6769596  4.16293775]"
23;1556;[  1  31 421 451 481];[27954 15908 14395 15409 13254];[7.86993243 7.00792952 3.84276562 3.83327747 4.14677334]
23;814;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[31962 16365 34122 14669 13190 11842 10761  9694  9962  8673  8448  8224
  7302  7790  7658  7077  7098]";"[8.1702454  6.14301802 6.91849148 7.09015837 6.75046295 5.73921784
 5.53685464 4.71604887 4.82707676 4.77942094 4.05071632 4.22710206
 3.52754777 3.789769   3.94666381 3.67614941 3.19377817]"
23;889;[  1  31  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[31475 55222 29620 29489 26326 29218 22076 22399 25711 24273 24349 25003
 26095 23206 21294 20485]";"[ 7.93620777  9.07063075  9.56494549 11.14391458 10.32141652 10.05777957
  9.25605705  9.4922322   8.94334993  8.2348563   9.15836539  8.75476055
  8.41610398  9.15911407  8.29735718  8.4478462 ]"
23;445;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[19500 35279 30200 12680 14895 13282 11847 11334 10728  9118  8427  8582
  8300  7735  7168  7266  7526]";"[7.08061002 7.98890399 7.75950668 6.31388186 6.88248654 6.22090804
 5.4983594  5.44806146 5.04027302 3.97059899 3.70370985 4.38869317
 4.09652867 3.78863136 3.78137341 3.54457649 3.48846973]"
24;1185;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[41785 29806 24957 28754 29867 25903 23884 22982 23067 17609 16910 19453
 17247 15057 16008 16747 15456]";"[9.02873812 7.07644824 8.14289107 9.10480658 9.75580707 8.75832169
 7.98865221 8.74207134 8.18147651 6.2314141  6.18087409 5.9098165
 6.5957845  5.80860085 5.41581201 5.70733029 5.26736113]"
24;667;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[22528 17135 42459 18674 17146 18048 15842 15323 13637 14697 12162 12749
 11618 11152 10397 10636 10390]";"[ 6.77330126  6.4905303   8.43779809 10.73654466  8.14968333  8.39825472
  8.96928667  8.07852477  7.87261434  7.32855177  6.11052726  6.56942514
  6.07351867  6.13519102  5.69364221  6.25876696  5.62067987]"
24;741;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[22685 37218 36866 23261 25513 22702 18678 16152 17376 17267 18300 14181
 14934 14863 14633 13321 12041]";"[ 6.99722394  8.46633303  9.45282051 11.85292223 12.5468542   9.53815893
  8.5733829   8.22424373  7.86551449  8.767345    8.2009762   6.81780556
  7.42041794  6.17928218  7.31790003  6.73241314  5.65874064]"
24;1480;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[17222 35576 37547 45174 26071 21976 21225 15459 18749 15902 15504 15322
 16028 14937 15277 13442 13885]";"[ 4.86497175  5.76036269  6.61504581  8.87853774 10.80170875 10.36086755
  9.19641551  7.01796951  7.5213269   6.57165223  5.73905158  6.61020361
  6.92244738  6.42356667  6.12707983  6.36221706  6.42466904]"
