fov_id;chnl_id;lineage_times;fl_totals;fl_concs
23;196;[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451];"[51280 27937 39291 36024 39318 38635 34913 36708 41766 34429 34493 31515
 35141 30851 30533]";"[21.58249158 15.29398242 16.00239949 13.89389184 17.27601938 16.30127114
 16.52919544 17.50399414 16.72873233 14.60717025 17.15564043 16.21040965
 17.13722371 14.41673927 15.90458182]"
23;710;[  1  61 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541 571];"[47402 81363 86188 94455 90891 81888 89185 81195 75234 74697 67454 69220
 71328 72481 72697 73369 73461 73260]";"[12.52173215 14.41583983 24.75381361 22.93680342 26.6927128  23.28347757
 25.15331792 25.55375283 26.38696705 22.70411031 21.31237545 24.23727254
 21.71603283 23.34151453 23.79341414 20.59234109 22.36543136 19.66109147]"
23;637;[  1  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541 571];"[ 69034  70517  95332 104803 105590 103277 106153 100748 102565 103794
 104031 100451 102791 107842 108283 100385 109021 106825]";"[14.26322314 17.80011152 19.56321968 16.79263008 22.44618679 21.81405367
 21.31241902 19.86542456 20.52570866 20.79054118 20.83327818 22.27999892
 21.57033605 21.57942734 19.84837696 20.50451485 21.129846   23.69934092]"
24;932;[  1  61  91 121 151 211 241 271 301 331 361 391 421 451 481 511 541 571];"[ 77437  92180 105379 107271 102914  99441  96666  92414  85234  84114
  83628  86240  84431  88909  91531  94876  90117  91135]";"[17.26064743 19.48431729 18.28507382 20.80849288 20.79253103 17.68841589
 19.86051142 19.12886209 19.70648391 18.94321494 20.64172749 23.98568655
 24.1773086  21.53505295 22.13361643 21.09691995 23.81593813 22.82339955]"
24;1221;"[  1  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[64289 33821 36909 42124 41839 41817 44351 41120 42896 38617 39700 36788
 39425 37486 38253 39641 41918 38543 38027]";"[15.1625     16.36464938 15.92525782 15.0279575  14.10931497 15.88233216
 13.39183829 14.8873742  16.69857705 12.4699604  12.02664891 15.97365279
 16.03862788 15.61324522 15.63153629 12.48179738 13.89422156 17.54893149
 15.48247326]"
25;1666;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[36784 51071 49634 55471 60822 58899 42090 47636 49164 44685 44141 48514
 43433 52425 45759 47392 46009 46866 45153 42186]";"[11.85959631 17.54805918 16.33584937 18.42797872 20.08590941 17.91423163
 12.80064556 15.77222467 15.8588194  16.12220734 13.83237878 16.04276441
 13.44317052 16.42831965 14.99899582 16.24775054 16.56979537 16.89824531
 15.97915461 15.38369986]"
27;1153;"[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[ 88430 105543 174804  72311  64728  68779  81027  87804  87737  93939
  93935  99760  95181 100347 103160 107402 107512 112183 109322]";"[16.73405814 15.40125503 13.09982014 16.20231262 18.33701883 20.96001765
 21.14310586 30.25070915 26.60706145 27.5878442  28.64285115 30.45077483
 30.24860741 30.34512849 26.77415683 32.45510029 27.64448985 29.44543525
 34.23757792]"
28;1669;[  1  31  61  91 121 151 181 211 241 271 301 331 361 481 511 541 571];"[21609 28924 34604 42474 19262 19968 15886 16794 17795 17601 18680 17372
 17087 18607 19070 18841 19493]";"[ 8.55533218  8.92001875 12.1901961  12.23587903 12.18880546 10.6852487
 10.07009288 10.26603414 12.72142449 11.79941163 15.03169135 12.50069845
 13.72702424 12.17061256 12.82596304 11.74857038 12.90453825]"
29;1447;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[18440 24944 25691 28848 35643 33466 38302 34467 31170 34365 34807 30450
 31333 33468 34562 34651 29675 32550 33248 33032]";"[10.24782508 11.02827388 10.57744668 11.36531916 12.91091778 12.02997428
 12.89877727 13.74141089 10.78143854 11.40675729 11.10513411 11.18717198
 10.01255716 11.64522497 14.4397253  12.43764844 11.77012336 10.54148718
 13.40636997 11.60427879]"
29;417;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[100763 120735  67711  83635 114597 112988 108196 101328  94421  92012
  82879  86753  85431  90411  90705  87949  90954  89908  87225  87689]";"[17.18332196 19.68933464 17.69374775 21.4111065  20.67738485 19.03625479
 20.21847279 21.77688794 18.13986079 18.28811608 16.47285976 18.74908169
 17.34473225 18.48546004 18.09526807 17.99704423 17.35559403 20.26688441
 19.99964168 18.57784086]"
29;1741;"[  1  31  61  91 121 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[29896 40345 32355 35487 35166 35515 35762 37065 33771 31806 34280 31395
 33022 32056 32541 29847 33310 32242 32626]";"[ 8.58816227  7.68590108 12.06982291 11.81182063 11.15706525 10.9971433
 14.14605648 12.80569533 11.51290527 12.78516435 14.81622105 15.81372828
 14.74994114 13.52975251 12.89368915 11.11044438 13.19281703 15.49885763
 12.23113924]"
29;493;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[ 67461 100803 136232  59909  76519  82585  82193  75112  81906  80797
  76587  70131  64837  68023  77386  73253  82074]";"[14.61460139 17.48837613 17.24455696 16.89741515 18.546383   18.6683798
 19.10826962 14.97403007 18.33114146 20.39501979 16.40642563 16.08851851
 16.52846624 20.92037042 18.37598374 17.22750798 18.06468503]"
29;1009;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 79867  99209 112305  52340  67119  63302  58269  59350  61492  67332
  58852  62692  63856  65998  68400  67217  69546  70703  69769  71543]";"[18.06945701 20.23022023 20.93680089 15.33363341 17.49707727 15.78110899
 14.36416973 17.40700705 17.50987787 19.23532334 15.37849182 17.36764845
 18.24779737 16.5083227  18.98600857 20.76687689 18.46538769 19.98991494
 19.61911227 19.10399839]"
29;125;[  1  31  61  91 121 181 211 241 271 301 331 361 391 421 451 511 541 571];"[14953 17257 15041 15902 15275 15228 14908 14784 13109 12659 12413 13561
 13508 13285 12288 12970 12590 13021]";"[ 7.55407578  7.87849012  8.46937208  9.82342384  8.77622865 10.24716375
  9.32055605  9.75154071  8.75175326  9.9833836   8.60816661 10.31801704
  9.89560295  9.15622053  9.15226645 10.6515876  10.52753519 10.44571045]"
30;711;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 82517 100609 111500 123888 130206 130729 122562 124547 119688 122925
 111292 107058 107643 109642 108235 105996 110955 108821 112676 112244]";"[17.68750694 21.45943825 20.31020972 20.41220562 18.71625556 18.06519217
 18.46093354 20.56189364 18.79688045 18.95481386 17.49321027 18.50361043
 20.45509382 18.93759916 18.97554306 19.71709981 20.0135967  19.96692047
 22.41529877 21.32727231]"
30;1004;"[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[ 77546  89988 103563  56144  53162  66213  78119  77934  80552  88586
  98857  96691  99871  96901  89681  86722  87616  98652  96838]";"[16.62650086 16.30217391 18.31028996 14.12240318 17.26872338 20.60177312
 26.35208164 21.77023824 25.58916444 31.39608348 32.8965818  33.84106892
 35.07808304 35.61795567 31.72249319 27.55003066 28.61783966 31.353052
 29.36312128]"
30;781;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[40692 59582 85630 85358 41891 55811 56438 53528 49600 44214 52390 51416
 52023 47062 40081 40383 42386 46338 40678 43788]";"[15.48401826 19.50949574 20.3300095  17.88725901 17.24353741 21.13735325
 21.86596457 19.63264816 19.26912229 16.47461007 22.1148534  22.52495501
 22.65436186 19.40884814 16.10466403 20.09994981 17.11185968 19.92167423
 18.55858349 18.10343432]"
31;489;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 74074 106934  52242  54912  61007  71017  65844  64727  60400  58626
  51667  50457  50741  50998  54062  56016  57366  58781  61722  59492]";"[20.78395062 26.81394183 23.00603521 20.96760315 18.22678315 22.24995688
 20.4543771  21.81783763 19.2032877  19.26086478 17.45726102 17.5143072
 17.48659057 17.0239478  17.48233966 18.74376312 20.50817611 18.42008693
 20.96963717 20.27124993]"
31;1226;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[38036 52184 24395 24550 18156 15857 17267 14600 17777 16027 15673 13740
 12988 13393 11837 13365 11504 13651 12672 12781]";"[17.17976513 24.0923361  23.30113584 22.85166205 13.95074427 11.87581342
 12.82610119 11.32071497 15.50715971 13.59609705 15.28198227 12.3758514
 11.65464291 10.87956907 12.46001722 12.03398333 10.98176195 10.98488322
 10.27974618 11.22818954]"
32;1376;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[63298 76363 94638 98184 81574 76961 72537 72345 66241 64199 62113 60148
 58171 58787 56939 59546 63668 62911 73527 74519]";"[10.90592695 11.17071387 11.4518393  21.53308223 15.9286538  13.11487379
 10.86875975 14.68164224 11.95136882 10.45831023 11.76773233 12.30492647
 11.8509063  12.18556979 11.79224942 11.75931547  9.88428718 10.50953645
 14.9642317  15.47154502]"
32;932;"[  1  31  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[107425 131540  72007  75671  93229  87985 105104  91763  93700  98476
 100853 105897 111352 114800 118171 122159 130703 133514 135916]";"[18.78059441 14.73342294 16.71568569 13.90771151 17.62557412 18.73551911
 20.55388827 18.85553072 22.2814855  19.49493288 19.790412   20.61685616
 21.79186137 24.95912825 23.00197642 27.00559558 25.72204465 25.78745201
 27.43732354]"
32;566;"[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[ 80473 108589 115829  55810  82827  67578  71430  66889  61327  59674
  59029  56702  52144  54649  56582  55777  59647  65271  54946]";"[17.12191489 15.67393187 16.69968281 12.05814484 20.0063736  16.09851504
 18.62434504 22.5037879  16.66490313 16.48401488 16.10698843 15.52212597
 16.36850456 15.87346651 14.79634025 18.71145236 16.39672068 16.4802419
 14.17477689]"
32;858;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[49897 64464 36051 38723 49089 48232 48738 45436 42660 44135 42870 43385
 38646 39899 40207 41146 43869 42252 45096 44452]";"[15.5928125  17.4699187  16.46667594 17.44461875 18.10708036 19.2995529
 17.20341185 15.88009068 15.35523534 15.55794329 14.1816531  17.78479961
 16.40276166 16.94415484 19.3802588  17.01114252 17.36687726 16.88019476
 16.74826961 17.08059132]"
32;346;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[32480 46597 62121 79963 48541 42847 41147 45128 38902 35933 33533 30806
 28011 27928 23468 28128 26556 24912 26532 25797]";"[15.61629529 18.06409596 19.94894027 20.6622739  28.76495136 27.79080041
 23.12548214 29.05106057 25.85815386 21.2113565  18.49115146 21.98100518
 19.29046563 19.63058047 17.28408075 15.21568212 14.78718191 16.19851458
 16.05505131 16.73207642]"
34;1157;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[30894 48201 53681 23785 18836 18855 19533 20062 17800 20159 18178 19141
 17948 19996 19076 17612 16999 17492 19389 19470]";"[15.52462312 17.43885673 14.88657793 17.32707758 13.18205073 11.64004533
 13.24727469 12.15431708 14.63875863 11.47029993 12.79034996 15.09691084
 10.02204231 13.18022364 13.74136924 12.23613091 11.76833674 13.81935531
 14.68591757 17.68065451]"
34;1449;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 44945  57270  67474  87055 102499  90902  92343  91608  90355  91763
  89967  90768  90395  96950  95546  96321  96119  99485  98606  98267]";"[10.19509447 12.43494416 11.79201466 12.81055403 14.72094667 15.25662409
 14.52952107 13.9749769  15.27470897 14.15191845 14.76867879 15.88153
 15.66498023 14.64166579 15.28346036 15.73934962 16.78541842 16.49124625
 17.64167066 18.73586146]"
34;1008;"[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[34781 37853 47611 80528 68364 68486 68900 66967 68018 65364 69165 67153
 71376 74323 78094 80324 81137 79925 83512]";"[13.91272777 14.2495367  13.79333904 18.19174523 15.37945309 15.46506977
 16.5681141  15.09719257 14.94398187 14.26376834 15.31066672 16.59261872
 16.66490943 15.25669804 15.02471601 14.77169339 15.65629782 14.69831675
 16.7912916 ]"
34;270;[  1  31  91 121 151 181 211 241 301 331 421 451];[25181 26534 22116 21861 24862 20683 23288 21786 17946 21993 19473 20351];"[16.70865272 16.1002371  16.12816062 12.39921654 15.01717897 16.9123293
 11.42408979 15.73464482 16.53851078 17.41566945 15.33443918 16.03427279]"
34;346;"[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[54839 36919 55536 49157 63350 50694 51513 45397 42467 40843 41989 39331
 37323 39745 38703 38303 38910 37403 38802]";"[19.19951783 16.06983198 13.71661029 20.0395573  25.53792109 21.16822373
 23.34153162 20.66642585 18.80734959 19.31003898 17.69724634 20.0571007
 20.22482168 18.66065446 18.55763185 17.6412508  16.37733228 17.23747546
 20.87872067]"
35;198;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 80929  96691 107082 121901 137132 140715 121862 120059 100385  94329
  93650  92483  94669  93693  94583  88285  96526  94428  93822  93045]";"[27.58195023 28.50236951 32.53999961 34.18424777 38.11190168 34.03886643
 33.68650394 31.24924139 26.78291846 25.67683941 26.60745597 27.54046667
 26.91206782 26.34653987 27.0012521  24.4881011  26.81628166 26.31247061
 25.38823398 26.80433594]"
35;935;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[26573 38053 40577 53070 30805 22137 22595 23246 21735 21316 21453 21424
 21698 23274 26402 26952 28046 29786 26931 25252]";"[18.25068681 17.28110808 17.26680851 18.60799439 18.2553007  16.41781524
 17.74499202 16.55602123 17.75259853 20.170495   16.39025194 18.00514805
 17.26671978 21.81296784 20.46005423 22.74292298 26.71850076 25.46775051
 23.26504911 21.81460102]"
35;565;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 49708  64701  69449  94710 104180 102675 102286 104356  96845  98294
  99420  99577  98217 102683 102711 101308 103829 108513 106270 109645]";"[22.35009409 26.10829679 23.15749256 27.71098104 27.14407964 27.80765604
 27.53739832 28.66580681 26.08618115 25.17868555 27.17529336 27.17703328
 25.26783296 29.96684267 24.93725134 29.1663173  32.84593576 33.17656669
 34.80414011 33.60845002]"
35;1449;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[30597 35709 42995 41546 62075 56757 55117 55927 51171 43119 43922 41109
 38575 40245 41937 39424 41203 37975 41181 39748]";"[14.33075766 10.05467448 11.32497084 10.70100705 12.6701439  13.04970474
 11.81531925 15.20307744 11.11495729 11.39481882 10.13873884 10.81017132
 10.79911887 10.06477854  9.66662064 10.38703524  8.7413459  11.08237321
  8.99129293 11.20197811]"
35;1082;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 70394  82828  96831 121248  61108  59590  51789  60412  57030  58563
  56815  56060  56741  58781  59045  60713  64520  62903  66785  64205]";"[14.43683347 13.67701453 13.3229224  17.46082949 17.36778069 16.61555494
 16.94816539 19.20046106 19.47660332 17.71658752 17.36373912 18.81149796
 21.16070519 20.62000837 18.34316538 19.96417466 19.92737735 20.3766406
 20.8172804  20.3565438 ]"
36;1590;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[62076 57020 63971 25243 29528 30385 35001 30439 31838 30162 30072 29038
 29940 28314 27696 28276 27240 27123 25901 24492]";"[12.22931442 11.65576451 11.96166791  9.1190421   9.6096752   8.55590214
 11.84897998  8.8231433   9.22262107 10.20999708  9.78960304  8.54727377
 11.09559303  9.47060436  9.48714223  9.43555939  9.28808745 10.36325629
  9.04121527  8.38335528]"
36;121;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 43019  53943  92375 102685 122499 128204 123588 118014 118711 108835
 107248  98419 100843  94301 100282 104011 102868 105864 107431 105330]";"[12.68557631 12.06212814 14.01072527 16.16913347 16.57309921 16.7957014
 16.54432177 16.57292083 16.10531078 13.93264749 14.78122863 13.3138157
 14.83695493 13.20625321 14.74672784 15.13331016 14.8333789  15.44412844
 14.05114479 14.01143566]"
37;1448;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[61992 56903 26423 39864 47189 44371 40752 39647 39420 39226 35664 35440
 35016 33441 34066 34411 36346 32220 35853 36346]";"[ 8.77079796 10.78525398  9.83395963 13.64929369 12.28879085 11.21939273
 10.39937977 11.67640085 12.47037714 11.93020859 11.27716912 10.62326745
  9.97281598  9.56331835  9.96936274 10.1343514  12.32254962 10.99455902
  9.80607165 10.58772459]"
37;493;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[19682 21711 29102 32347 42579 43183 46973 38446 35948 34172 33176 34086
 35975 35425 36832 32239 38998 35174 39540 39375]";"[14.17790047 13.60166471 16.65380353 19.51683161 23.07484464 20.23397516
 21.11864285 20.6638734  20.02201741 18.01528005 17.96079334 17.78648264
 18.2235891  19.76417983 19.70219354 18.25906864 22.33740996 20.89261141
 22.7621431  20.24724805]"
37;1007;"[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[34984 55809 68521 34793 35757 35284 40767 37770 37322 41708 42690 34171
 29196 31668 23966 41350 38534 27075 27047]";"[12.64786696 18.35822368 19.8152111  20.37995847 21.92457581 19.90558406
 22.76462671 22.68270149 19.5397202  21.91056195 21.26297799 20.07279973
 14.30346921 15.33497692 15.09559219 22.15034305 18.9718044  14.01984229
 13.31630232]"
37;124;"[  1  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[22125 52089 71686 45072 43689 39742 39326 39089 35286 32174 32988 34108
 36111 31716 32080 34103 28020 29170 30422]";"[12.69568536 17.0665204  18.91406126 21.57009542 18.94988348 18.77828473
 19.62513621 20.49009192 18.07072387 15.60008232 18.24276515 20.78837466
 19.96248514 16.53292477 15.08418725 16.10240122 15.10955196 14.4933215
 16.9160523 ]"
37;1301;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[19182 21303 21001 21663 21951 19089 21157 19955 20949 16243 20791 21569
 19351 17957 21558 18515 20325 16312 18285 19081]";"[ 9.94353352  9.60480823 10.76410028  8.71547026  8.19090989  8.23712947
 10.77099757  9.45405799 12.8801193   9.92627626 11.57666711 12.85994687
 12.50539261 10.64166776 11.6305152  12.10819772 12.64070313  9.49243596
 11.44051989 12.8679244 ]"
38;420;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 84157 102366 114481 113151  44867  51097  47218  46739  44530  46181
  39216  35866  36069  39683  39264  40100  40255  35933  35534  38148]";"[18.70155556 19.46121673 17.56921424 16.72841514 15.2782089  14.95035369
 15.5105269  15.98011361 15.10069872 14.92321902 12.37191738 13.65362301
 13.45500324 13.42241572 12.66557542 14.13732445 12.22520902 12.15401215
 12.42242739 12.93691658]"
38;1451;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[35579 50450 65338 70597 26944 29182 27158 25287 25880 25676 23621 23555
 25819 24907 25589 23015 23249 23781 23993 23152]";"[ 7.70108225  9.41231343 10.15827114  8.93632911  9.20432145 10.63138612
 11.4664711  10.51305311 10.28437697  9.45146085  9.66198494 10.56488616
 11.00427003  9.49199367 11.28526283  9.13606768 10.14175206  8.59212214
  9.83555506 10.13604117]"
38;344;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[58812 59336 62017 74897 83004 80216 75504 85381 84209 81751 72340 74440
 81530 80710 81497 83663 90178 93301 89801 92629]";"[20.50580121 21.8450602  21.75134295 21.88915979 23.3944981  23.48352097
 19.75190527 25.4011184  23.04925031 25.92165198 23.79879989 23.60347608
 27.77074039 24.44381767 26.46696244 27.35062342 28.54595542 28.07795013
 25.78198577 28.34167802]"
39;193;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 69022  87456 119081 119084  55477  58781  48774  53249  50007  49584
  47187  48979  53516  57253  54036  58553  54466  54801  55993  55395]";"[16.86754643 18.4040404  17.56356932 15.4253886  14.15482795 15.44661911
 12.91898669 13.00167166 12.45952986 11.8705834  11.64849384 12.37546625
 14.59783699 14.23356429 14.59424426 14.86609297 13.89192072 17.23455891
 13.79820215 16.24211757]"
39;341;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[102307 107678  57931  53866  64858  64742  64337  62568  58112  55727
  50696  46094  42449  44934  42822  43938  41603  45453  43977  44409]";"[22.47517575 15.8723467  18.76945081 16.879883   17.30424392 16.35614056
 17.07315498 15.60377313 14.77566599 13.57937786 14.18248203 11.98681894
 13.13846673 11.35375352 12.87570107 11.19977803 11.33524088 13.8528468
 14.26141404 12.44817508]"
39;1373;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 59070  64409  92521  94503 100397 105125 102846  92441  87641  79128
  80019  81288  81806  83642  86171  84912  86513  87557  91378  87592]";"[12.30869524 12.7825572  14.71898685 14.91133157 16.45285807 17.26329994
 17.2458146  15.93792883 14.84103459 13.71896161 15.19719232 14.14657674
 14.60853127 13.29068204 14.87419913 14.30995315 15.46910196 15.22189606
 14.95861753 14.95318938]"
40;1449;[  1  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541 571];"[37629 26413 36603 39715 32165 36525 32377 31078 28298 33857 33193 36439
 34108 35467 36226 38565 37031 39792]";"[10.66581633 13.87677422 14.78909241 17.41838083 17.49574408 15.75376797
 15.64043778 15.14728623 14.95019545 17.32174644 20.1503726  18.58814292
 19.03792444 19.64005484 23.26335733 20.33654681 19.1157155  20.7970384 ]"
40;638;[  1  31  61  91 151 181 211 241 271 301 331 361 391 421 451];"[35474 46048 55276 60810 43139 44440 41894 36129 29498 26078 23987 20969
 18637 20657 18848]";"[12.99413919 13.937046   17.88867314 16.06180666 20.26774217 19.79500597
 19.68833822 16.90275793 14.70896239 12.77812069 11.79197445 12.33923321
  9.60472464 10.37301157  9.30896441]"
41;195;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[27973 38405 60565 55899 57596 69359 62841 53470 55647 51653 55060 57279
 53864 52672 54452 56198 52873 51313 54370 50866]";"[10.5718065  14.07807918 16.96498599 23.7564642  17.90214049 20.9686787
 22.46284093 17.9210262  20.00334604 16.75951704 18.70848894 17.4961325
 18.03534098 17.84734103 19.42959251 17.14544526 19.70450581 17.70512908
 17.01536533 20.51543227]"
41;1082;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[37859 50553 61719 67516 33649 31540 28290 27752 25544 26033 24861 25735
 25710 24851 25230 26319 27807 27736 28161 28654]";"[15.11940895 15.90717432 17.74554342 15.64318814 16.70388979 15.37729854
 14.5975627  13.56985822 14.20981703 15.35217893 12.82820807 14.17758146
 13.22175906 13.26186443 13.99305626 13.44313895 13.96012756 16.24005552
 15.49997825 16.77756529]"
42;1154;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[30384 45979 57516 38237 40015 42266 37602 35700 38086 36156 35415 35772
 34699 35662 35015 34115 38520 40805 39533 37575]";"[11.00869565 15.10479632 14.39339339 14.04807537 18.40970217 15.967724
 15.99322774 15.99628044 15.09411982 13.55589132 15.65261831 15.23585049
 15.08635492 15.78936118 16.23478336 15.53375359 16.61826413 19.57069191
 17.93331895 18.01153804]"
42;419;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[81112 37422 29989 28696 42200 41813 33394 34192 34006 37254 35003 36216
 47177 42860 44101 43584 47120 45626 43647 45633]";"[16.89833333 20.26762945 15.51847563 14.62239183 16.85512694 17.09809981
 14.30896324 14.10323987 13.45510321 14.64529031 16.39440175 16.39373118
 19.45627532 16.72444263 19.84893467 20.70162364 19.4491431  19.88039337
 19.67391319 20.15484283]"
42;932;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[95448 50897 53697 51398 75680 81054 69900 66141 67725 54399 48927 47100
 54472 45896 46307 45012 55564 50870 51166 61550]";"[26.90172461 27.35882704 21.4995775  22.94220112 27.88472278 34.02331687
 25.0040349  30.84666989 25.69442476 24.85640406 19.55906266 22.8831959
 22.78628957 21.02334891 21.58886648 19.66163649 22.64939087 26.80382102
 27.07447746 29.11224302]"
42;49;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[37606 41024 41866 42647 40669 43154 41240 38757 38901 39516 36948 38557
 36597 37847 32871 27927 32937 33189 30013 31203]";"[ 9.93375859 10.11358854  9.89548361  8.06378855  9.63121051  9.53912835
  9.59583312  8.99435966 11.09726596  9.27809579  9.04302761  8.98579354
  9.6844829  10.58801304  7.72206884  8.72565617  8.74310104  9.85626387
  9.30604734  9.29979498]"
42;1524;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[18561 29684 11801 17552 18335 21766 18396 18629 20273 20547 19388 17256
 17660 18444 17710 17566 19101 18301 18099 16817]";"[ 7.347981    8.87148834  7.94159232  8.83216718  7.8924189   8.73624074
  8.82066495 11.18761043  9.00630459  9.85630708  9.12541141  9.52352567
  9.69048723  8.29525931  9.70646442  8.96756185  9.15100557  9.99526941
  9.23598179  7.67130539]"
42;123;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[40331 52882 81732 51891 51977 50494 44828 45220 45172 42224 42198 38726
 41476 38944 35203 38329 34723 36927 34823 34664]";"[14.78409091 16.51530294 21.90032154 25.37491221 26.27477134 26.3521852
 23.17885453 20.83249789 24.58036484 22.02913728 22.01557254 20.46508586
 19.89410416 22.23194288 19.50086865 21.53381941 20.06413243 20.60216989
 17.74447834 18.19310143]"
43;1672;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[33992 42971 24125 22997 29600 31734 31497 32444 29362 30105 28790 32025
 33296 34378 35657 35496 38351 39172 38874 41630]";"[11.55404487  9.8738511  13.70708345  8.82163197 11.18385308 13.34372372
 12.6336139  14.24605789 14.69585303 14.48252952 15.47227198 16.60923085
 16.90638213 16.6709124  17.23456113 16.78204695 17.30645074 19.00932705
 20.05910961 19.86491607]"
43;1450;[  1  31 121 151 181 241 271 301 331 361 391 421 451 481 511 541 571];"[62122 26788 57600 52980 53459 47304 46854 47398 46193 44648 47446 48554
 47504 46860 45684 47327 48728]";"[13.16120186 10.82113404 14.2436564  14.83336814 12.90257378 12.4637971
 12.51027131 11.66402491 11.83596575 12.64927816 11.59259972 11.88622011
 13.48346305 11.98579912 12.52347703 12.59627608 14.30107481]"
43;419;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[25861 51616 38778 25995 39250 35691 37279 34879 31397 30282 32276 30625
 28851 33388 34150 34134 30736 32723 31521 32718]";"[10.73939656 14.60234327 17.25200511 20.98481636 19.22102005 16.61828554
 20.76887985 19.91135825 16.75451821 17.63584023 18.23018293 18.77948808
 15.31048865 18.64294015 19.57544616 17.00141698 16.45980845 16.73690849
 19.25728483 16.00686723]"
