fov_id;chnl_id;lineage_times;fl_totals;fl_concs
43;1745;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[21134 29386 35324 46568 31772 26730 25564 22822 26217 24868 22446 21992
 21908 21901 22339 21283 21144 21640 22825 22711]";"[ 8.29434851  8.13565891  9.51616379  9.89965986 13.69824936 10.71333473
  9.52542027  9.38077535 10.88404489  8.66319444  9.8730076  10.50087389
  9.09659951 10.14482526  9.51696542 10.21283318  9.28358623  9.76236069
  9.86840373 11.02571227]"
43;1081;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[56250 70928 35214 55108 58287 60907 54783 53637 49828 41819 42351 33638
 50200 47619 53679 39344 38089 35320 39879 39669]";"[14.05547226 15.36568458 13.11378943 18.71005583 16.93394392 17.34408515
 17.66338242 17.23815133 17.83471143 15.1252977  16.82253178 13.00042626
 18.17258775 16.30623854 19.72647242 13.03901198 14.16146638 12.08916722
 12.58261881 13.63479455]"
43;1304;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[59774 67589 29255 24998 28956 27874 29900 30336 28142 29318 28842 28639
 28185 27635 27450 26034 27874 26255 25577 24574]";"[12.84885948 11.5655373  10.69801473  8.9513421   9.4880252   8.17963565
  9.88742746  9.41403291  8.43052252  9.12608019  9.63735575  8.88607764
  7.9740572   7.29878514  8.20111131  8.54105227  8.10029006  7.93497292
  7.74757357  7.69111246]"
43;564;"[  1  31  61  91 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[ 81973 102620 143789  80840 114105 107389  72636  78193  72603  69507
  67235  63515  61049  58146  56591  55486  54331  54957  58438]";"[16.32928287 17.75432526 17.56094284 20.61904612 24.28981674 23.63657749
 16.29110892 18.11910207 17.44614668 19.17401101 19.02356656 16.71522102
 16.67134986 15.02390206 15.91595752 14.015745   14.16054455 13.18239973
 17.1917002 ]"
44;272;[  1 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541 571];"[ 19147 143578 140357 133644 127551 137433 131197 133942 137347 135701
 138689 142300 149178 162374 160379 165213 165227]";"[19.52155322 33.27007838 32.44003337 34.40510846 32.84678773 35.38054287
 34.22249318 30.31242883 36.34445758 35.17433951 36.18866467 32.39225464
 36.40627989 36.88873353 40.24475978 37.38937229 40.42771851]"
44;568;"[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[ 58647  63073  77461  57296  46414  45254  59138  62374  86353  95469
 103108 110410 112737 116759 127744 114403 121844 119806 111830]";"[15.44154818 19.35942296 18.39055081 24.45320312 23.56539593 23.11627523
 23.26294458 26.10797647 40.75145541 41.19030984 44.92334521 46.17197926
 48.78102217 45.22454636 56.2551771  46.94889676 53.55106485 60.9990093
 51.83571215]"
45;1157;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 72625 100141 107133 134461 152447 145534 168891 139879 139133 129712
 127942 136954 133621 138486 135871 137637 147037 144625 145745 126830]";"[17.35834359 18.11784317 19.28753028 20.2501506  20.75803377 18.55354411
 23.89516129 20.67992312 21.41825739 22.45706371 23.09422383 22.91733601
 25.38392857 25.01553468 23.26558219 27.41772908 27.20891932 23.86551155
 29.12569944 26.51128763]"
45;936;"[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[23700 40311 65825 52103 47663 41868 45225 44750 42702 45528 41626 38069
 38004 36313 37253 38507 37125 36066 35668]";"[ 9.10278863 11.87195487 13.49692028 16.0115848  13.44649046 12.99926041
 14.68648846 14.01485165 13.40512497 14.31826058 14.06112007 13.29300597
 12.83762089 11.45098834 12.9695514  13.37778017 13.39631222 13.28616071
 13.55097315]"
45;1452;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[22221 25984 26767 11693 16105 20244 26788 19706 19900 20578 15824 15779
 14659 11590 18029 14922 13292 11959 11715 19595]";"[ 9.54510309 11.14236707  6.3129717   7.87351571  8.00308617 10.14578098
 12.73886843  9.65079977 10.39967794  9.63814528  9.98658215  8.70837457
  8.56306758  8.44598022 13.27828072  7.31763695  8.29038068  9.52597669
  7.77381436 11.6390152 ]"
45;50;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[99781 29796 29581 47355 26604 38487 40371 31672 28708 26227 23634 21979
 22401 20623 21390 22983 25261 24666 27091 25130]";"[15.41364759 10.67943258 10.1652921  12.25543478 15.84131252 20.7286941
 27.32806786 20.40888256 18.27608043 16.53540268 16.03929151 14.16956927
 13.94310842 16.02444062 13.13973957 15.07424825 13.59601831 13.73477289
 14.15530881 13.80004169]"
45;1010;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[59583 58146 61847 55177 50922 57122 51559 44832 46182 48142 56840 53446
 57582 61893 62109 75826 73978 65681 57266 60871]";"[23.73824701 20.9007908  36.44997347 33.95534963 25.70450327 28.3047565
 29.94536982 25.29668474 26.56259009 25.23245435 31.6310552  28.50131663
 28.30289027 34.37060794 34.50698741 41.47236181 50.00946579 39.30788268
 32.64868908 36.96331538]"
46;1159;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[ 95753  95360 118651 118928 133489 127698 123443 118847 109867 115552
 122339 131703 131566 132270 130195 132490 143043 139522 139258 139669]";"[15.91134541 17.84184722 20.78819313 21.34151819 23.06786678 20.09438094
 21.025646   20.45684156 18.79781912 19.24515441 22.0000676  24.15625547
 22.1294222  23.20534743 24.47347546 27.57946269 27.2654018  26.0149871
 26.11331241 29.06781934]"
46;272;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[135465 153909  83972  61852  66834  73939  74308  71511  68986  68420
  66762  64076  65634  61646  59348  62761  63351  63499  62343  64488]";"[24.86508811 21.76315045 21.93025114 16.27522875 17.3046187  18.07865775
 18.16888111 17.98343878 17.85749217 18.0202164  16.509288   17.11440861
 16.79716097 16.41371417 15.47432177 16.32144344 16.91419224 14.52131808
 16.62570463 17.51466125]"
46;569;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[115876 150374 187528  97546  76133  80401  72630  72695  74852  75170
  70808  70041  61979  59231  56091  58704  54825  51575  52530  52505]";"[22.6750811  25.62237708 24.66178581 20.940562   16.08072802 15.79435754
 17.03845074 15.54875724 16.06875676 16.67661556 15.54874061 16.04948989
 16.34531192 17.1358563  14.68090552 13.76224015 12.80057267 12.42501762
 12.46347194 12.69797014]"
47;416;"[  1  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511 541
 571]";"[62688 37402 30859 32338 31354 39666 41870 37972 39578 38818 35853 35621
 36435 37398 37433 36544 37569 37425 38274]";"[23.69271216 17.63183434 10.71305243 12.71569554 11.51318982 14.3421906
 16.74651908 14.2414132  16.89572672 17.29223622 13.9784278  13.31347638
 15.39133311 16.59539391 15.42767837 16.01401407 16.03322585 14.71596591
 16.3067966 ]"
47;1006;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[67675 87826 97055 58035 62600 69385 77022 74835 74509 79851 79204 81346
 83467 80923 84120 88578 84389 83482 84660 85761]";"[17.59620385 15.94517066 14.31489676 17.10561512 15.94836795 20.78572258
 22.42018005 22.48542274 23.11857115 27.21275548 27.40314178 22.94900054
 24.29624222 23.93522558 26.86984159 27.00654787 29.44466621 29.93888236
 28.20411054 25.84642896]"
47;1747;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[47478 29599 43357 56686 48630 47248 40581 42219 40415 38124 38032 37463
 35919 37401 36775 38142 37833 40672 39947 39709]";"[ 8.81835067 10.52810821 13.21911644 15.33045031 13.87890691 14.11245542
 17.00680971 16.8926888  17.6838368  18.08085113 17.75674346 17.49598613
 16.83211008 17.46213615 17.05317923 21.03860616 21.03340408 22.15584723
 19.44081574 19.32487708]"
47;1599;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[7176 4301 7542 8479 8548 6661 7773 9547 7437 6898 8239 6613 7801 7556
 6943 7923 6855 6758 6982 6801]";"[4.63012416 3.03409689 4.49149916 5.13615454 5.05538189 3.55453852
 5.30285217 6.72422302 5.13706897 4.58252729 6.48676845 4.53045687
 5.34433601 5.43574256 5.08287912 6.3104102  5.82978485 5.9888677
 6.22674583 6.95168709]"
48;1233;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[25951 31203 36619 26829 20363 22988 22719 22145 21068 22322 21226 20694
 19604 20905 18744 20576 19786 16986 18433 18966]";"[10.66272276 11.60125589 10.8195894   9.96619614 11.85368132 12.65955598
 12.52113293 12.09275227 13.1025288  12.82191367 11.03512255 10.89161475
 10.76566187 12.60776052 11.72413313 13.04698374 11.93289403 10.57263692
 10.77855255 12.53307214]"
49;936;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[65344 81732 91192 56994 56000 57101 59137 53260 52009 47978 51919 54036
 54084 56669 58137 58630 54212 57729 58482 59864]";"[15.63253589 16.02588235 14.93971166 17.88596514 17.48282853 17.67362327
 19.93035088 16.05060688 16.77724493 16.12943162 17.17590255 15.85916283
 17.50386418 19.38143263 19.75345171 20.47253513 19.84872576 20.23804992
 19.66070741 22.10303729]"
49;1454;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[36069 41237 43306 50143 31338 37277 30997 33508 31871 31547 31098 33159
 31828 34097 33984 34837 35303 35004 36864 37008]";"[11.1996515  10.03387885  9.35377262  9.75858072  9.40889768 12.45671997
  9.709574   11.18145155 11.91423043 10.51400401 10.19337774 11.11995702
 11.28515353 12.11403981 11.77607499 11.2810673  12.25656828 12.60126934
 13.27777139 13.02562199]"
49;49;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[71643 77891 22492 40095 43049 51773 46318 42562 36249 33542 43132 37582
 39982 42159 42897 29164 31542 30293 28304 30850]";"[17.68089832 18.56315539 13.1862955  19.82807552 18.0196073  25.43139847
 17.16522763 18.35365593 15.58420236 19.10842582 22.03233268 19.66638262
 20.44243902 19.89858744 20.71038781 14.22865001 15.55594233 14.54222414
 12.56305174 11.5147454 ]"
50;195;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[27567 31306 20281 21975 24238 26278 24029 22419 22621 21988 21610 19911
 22784 22693 22323 26161 23105 19903 23799 21697]";"[19.43886137 19.4432535  12.98360374 18.22447648 21.68313672 17.47936804
 16.21809927 18.6125939  17.34998631 15.08741192 14.76415325 13.26604426
 19.13432326 16.31293966 18.06328202 19.89471277 19.00596796 17.91996151
 21.25705187 20.19456752]"
50;564;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[52923 60519 25685 31452 39044 40218 47451 46841 40678 34747 34307 33739
 35245 34951 32545 35436 36456 36142 35240 35432]";"[18.72717622 16.02727754 12.64573613 15.48505715 16.28145854 17.04355527
 17.6857467  18.48235941 15.06701554 15.80486481 14.64866539 14.26576196
 13.35223614 14.70186752 13.88979153 15.01768485 14.94439679 12.82123345
 13.76162294 14.384534  ]"
50;489;"[  1  31  61  91 121 151 181 211 241 271 301 331 391 421 451 481 511 541
 571]";"[23257 21268 23624 19908 22176 21832 20444 22736 21304 19868 20883 21063
 20535 19842 18604 21365 21884 21216 21121]";"[21.10750097 19.63765279 24.20933057 20.66350417 19.33753443 18.41880738
 20.28044184 21.24212341 17.12041977 19.70144732 20.30054646 20.5617794
 20.3466685  19.09596589 18.91717886 19.88160821 22.14600239 20.35159704
 23.70891864]"
50;1081;"[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481 511
 541 571]";"[45113 55342 28671 31980 44075 48145 43803 42004 41817 41001 37755 36786
 41274 40230 38160 40208 61324 31388 31062 31296]";"[15.26150203 15.93033967 15.54998174 14.47832438 17.65085008 18.52356755
 18.33521936 17.98319021 16.79978277 14.29396376 15.09532012 14.74278529
 17.89027799 16.55982216 16.36154501 18.70224715 26.016833   13.91022866
 13.93288467 13.42948882]"
