Magnitude (g/L);2.5;Period (min);4.166666667;Starvation Time;2 hour
;;;;;
Time (minutes);Measured OD;;;;
0;0.68;;;;
35;0.684;;;;
75;0.688;;;;
100;0.688;;;;
140;0.72;;;;
175;0.704;;;;
210;0.732;;;;
250;0.736;;;;
275;0.756;;;;
300;0.768;;;;
