Time,OD
0,0.780775481698219
6,0.786573596207615
12,0.789137023166442
18,0.796148587791619
24,0.785288860202954
30,0.787856293997534
36,0.778832706283748
42,0.778832706283748
48,0.780775481698219
54,0.783357911500463
60,0.780775481698219
66,0.787215191921323
72,0.782713143315973
78,0.783357911500463
84,0.785288860202954
90,0.776884409614504
96,0.780128451319171
102,0.780128451319171
108,0.784002132255924
114,0.780128451319171
120,0.780128451319171
125.998333333333,0.784645807044087
131.998333333333,0.780775481698219
138,0.782713143315973
143.998333333333,0.787856293997534
149.998333333333,0.785288860202954
156.161666666667,0.773624709286138
161.998333333333,0.789137023166442
167.998333333333,0.787215191921323
173.998333333333,0.793604898352888
179.998333333333,0.794877556864664
185.998333333333,0.794241434210861
191.998333333333,0.798685949946734
197.998333333333,0.803112927704115
203.998333333333,0.807525075525407
209.998333333333,0.808783368548436
215.998333333333,0.807525075525407
221.998333333333,0.808783368548436
227.998333333333,0.815062119223438
233.998333333333,0.819447665016703
239.998333333333,0.816315807532802
245.998333333333,0.819447665016703
251.998333333333,0.822577188247313
257.998333333333,0.826956212367354
263.998333333333,0.826330693364582
269.998333333333,0.830709441067127
275.998333333333,0.836342883740115
281.998333333333,0.838849348459823
287.998333333333,0.836342883740115
293.998333333333,0.841358077156773
299.998333333333,0.845755709428083
305.998333333333,0.847643669194931
311.998333333333,0.855854704750824
318.16,0.829458328486299
323.998333333333,0.853955052318123
329.998333333333,0.853322517008042
335.998333333333,0.856488634936277
341.998333333333,0.859028017523856
347.998333333333,0.857122927236035
353.998333333333,0.858392566191196
359.998333333333,0.864765913719848
