Magnitude (g/L);2.5;Period (min);7.666666667;Starvation Time;2 hour
;;;;;
Time (minutes);Measured OD;;;;
0;0.8;;;;
15;0.792;;;;
30;0.796;;;;
45;0.796;;;;
60;0.796;;;;
85;0.796;;;;
125;0.788;;;;
150;0.788;;;;
180;0.8;;;;
210;0.784;;;;
240;0.796;;;;
270;0.788;;;;
320;0.804;;;;
355;0.82;;;;
375;0.832;;;;
390;0.816;;;;
410;0.832;;;;
