Time,OD
0,0.50720059
5,0.513266534
10,0.522815045
15,0.508419902
20,0.512059421
25,0.52985179
30,0.526346605
35,0.521631911
40,0.523995216
45,0.52985179
50,0.540210557
55,0.535635463
60,0.550338896
65,0.549224705
70,0.552558865
75,0.55915303
80,0.563494788
85,0.552558865
90,0.564573534
95,0.567793691
100,0.570990009
105,0.573107819
110,0.574162797
115,0.567793691
119.9983333,0.583541455
124.9983333,0.585597535
130.1633333,0.584570715
135,0.584570715
139.9983333,0.587643634
144.9983333,0.591705852
149.9983333,0.626551072
154.9983333,0.596728223
159.9983333,0.603657807
164.9983333,0.592715245
169.9983333,0.597725334
174.9983333,0.638419892
179.9983333,0.603657807
184.9983333,0.609504925
189.9983333,0.610471202
194.9983333,0.609504925
199.9983333,0.609504925
204.9983333,0.610471202
209.9983333,0.612396971
214.9983333,0.612396971
219.9983333,0.622825751
224.9983333,0.620949814
229.9983333,0.618119231
234.9983333,0.620949814
239.9983333,0.624692769
244.9983333,0.629322099
249.9983333,0.627476872
254.9983333,0.635712704
259.9983333,0.631158629
265.1616667,0.633897478
269.9983333,0.632986663
274.9983333,0.634806183
279.9983333,0.635712704
284.9983333,0.633897478
289.9983333,0.636617195
294.9983333,0.64021421
299.9983333,0.636617195
304.9983333,0.642000345
309.9983333,0.646429911
314.9983333,0.637519592
319.9983333,0.648187587
324.9983333,0.648187587
329.9983333,0.651679157
334.9983333,0.660271981
339.9983333,0.651679157
344.9983333,0.655999584
349.9983333,0.652547148
354.9983333,0.658568701
359.9983333,0.65685789
364.9983333,0.661120799
369.9983333,0.658568701
374.9983333,0.65427727
379.9983333,0.661120799
384.9983333,0.661967735
389.9966667,0.663655965
394.9966667,0.67445212
400.1566667,0.668676634
404.9983333,0.658568701
409.9966667,0.667844396
414.9966667,0.667010356
419.9966667,0.652547148
424.9966667,0.667844396
429.9966667,0.661120799
434.9966667,0.659421282
439.9966667,0.657714274
444.9966667,0.661967735
449.9966667,0.684155267
454.9966667,0.653413177
459.9966667,0.647309714
464.9966667,0.65427727
469.9966667,0.646429911
474.9966667,0.649937356
479.9966667,0.638419892
484.9966667,0.641108305
489.9966667,0.649063459
494.9966667,0.659421282
499.9966667,0.648187587
504.9966667,0.635712704
509.9966667,0.632073713
514.9966667,0.64021421
519.9966667,0.636617195
524.9966667,0.630241476
530.1583333,0.621888898
534.9966667,0.626551072
539.9966667,0.626551072
544.9966667,0.620949814
549.9966667,0.618119231
554.9966667,0.626551072
559.9966667,0.618119231
564.9966667,0.611435241
569.9966667,0.611435241
574.9966667,0.610471202
579.9966667,0.610471202
584.9966667,0.61431353
589.9966667,0.620008501
594.995,0.611435241
599.9966667,0.597725334
604.9966667,0.599712438
609.995,0.583541455
614.995,0.582509584
619.995,0.599712438
624.995,0.566722935
629.995,0.583541455
634.995,0.590694003
639.995,0.575215112
644.995,0.590694003
649.995,0.591705852
654.995,0.549224705
659.995,0.545865498
665.1583333,0.563494788
669.995,0.569927257
674.995,0.552558865
679.995,0.549224705
684.995,0.523995216
689.995,0.561329261
694.995,0.503524339
699.995,0.546987969
704.995,0.5204459
709.995,0.521631911
714.995,0.50720059
719.995,0.465196908
