Time,half,max,zero
0,0.849052679098763,0.863666230093003,0.872296180332242
6,0.84867625671715,0.871865073569193,0.867062995606401
12,0.849551081257299,0.858402173276962,0.849770725451824
18,0.841101274683021,0.856173809254659,0.84909099462903
24,0.836698125550999,0.84765411454259,0.848132995891347
30,0.84077206843585,0.85395930741348,0.839606773634562
36,0.834171691440273,0.845442606653558,0.832004524841588
42,0.846799346310056,0.840418028479029,0.831042037343709
48,0.829773642894842,0.836672380849638,0.822541721119494
54,0.826328987637885,0.844817133734811,0.820341558754857
60,0.819435247667991,0.83258878926678,0.818447143389845
66,0.814417039516006,0.830397289031943,0.820015749717839
72,0.821947449061851,0.833535038655451,0.81339155993212
78,0.820693836265151,0.829458646539517,0.822854102868628
84,0.822573682120821,0.824452024789169,0.816567276675471
90,0.833899124222003,0.83164857654785,0.815301824371194
96,0.82068926750064,0.832592334526046,0.809908557089342
102,0.824138771810649,0.826642761818307,0.81311135446106
108,0.817568881609381,0.833227711556848,0.815287103200737
114,0.824133276420948,0.825703887353474,0.815960181465027
119.998333333333,0.812157169710008,0.831337739091169,0.813084463756951
125.998333333333,0.819732670706791,0.822873802452572,0.813403156731556
131.998333333333,0.823821664474162,0.828523915650288,0.809537246497023
137.998333333333,0.815347325092672,0.827269192107583,0.804491362905093
143.998333333333,0.815668119598939,0.834488690181519,0.82790717692259
149.998333333333,0.821323800009106,0.83828950591185,0.807052067765193
156.161666666667,0.814745299377162,0.811282799737126,0.807128680166003
161.998333333333,0.813151910274715,0.838555445190524,0.813359716646655
168,0.822887068009551,0.836032864317925,0.814039899953697
173.998333333333,0.814063706462242,0.841751502220281,0.80736481324115
179.998333333333,0.821622362909874,0.842301574919641,0.808851678472472
186,0.831667823599372,0.841217608421644,0.813704660235214
192,0.817247394646014,0.841060322144315,0.812035610236373
198,0.821002100684731,0.84953418537782,0.807922516406377
203.998333333333,0.825390400941261,0.838873223483894,0.80634663761969
210,0.823828296784788,0.851507654142972,0.812470002894099
215.998333333333,0.818191655508144,0.841405458559089,0.816799954710084
221.998333333333,0.83294772309565,0.848024892827454,0.814293457599037
227.998333333333,0.832909366179749,0.839845758767115,0.813352821228679
233.998333333333,0.822260907327803,0.852134264808548,0.818109212965604
239.998333333333,0.829458299169238,0.84896400072598,0.817163012461676
245.998333333333,0.824759221196988,0.844596434516706,0.815310894349457
251.998333333333,0.830409886905772,0.877370562456784,0.813414016962656
257.998333333333,0.834465064114868,0.857205865433964,0.816563153371248
263.998333333333,0.836668715954656,0.860340871413519,0.821272403387153
269.998333333333,0.832595357912816,0.877707116808637,0.828844194753266
275.998333333333,0.832921235059167,0.875933550319649,0.829159534709456
281.998333333333,0.845476504565858,0.88009444307695,0.824445811656945
287.998333333333,0.840106323518722,0.871450660278672,0.825373177857204
293.998333333333,0.838273370278805,0.891324537731552,0.828849573486102
299.998333333333,0.842621418011946,0.870894203581929,0.829780945614824
305.998333333333,0.839197740415448,0.882231919532927,0.830103927220304
311.996666666667,0.842312212730787,0.871545405638213,0.838110460039959
318.16,0.857465319103204,0.851851185010799,0.830756817617362
323.998333333333,0.848019131834372,0.874821348694802,0.828533305831062
329.998333333333,0.843587262109399,0.874172752163008,0.848567110493604
335.998333333333,0.850173985022804,0.877064054332959,0.836454973203163
341.998333333333,0.842948398723503,0.87384394659857,0.827587292441506
347.998333333333,0.848303427731676,0.876699712967906,0.82600227906552
353.998333333333,0.846396873694894,0.881268506294278,0.83556943298093
359.996666666667,0.851174553618813,0.904273453228067,0.847310868611677
