Time,max,zero
579.996666666667,0.858392566191196,0.92662351416777
584.996666666667,0.856488634936277,0.923767720817983
589.996666666667,0.858392566191196,0.923056705210253
594.996666666667,0.859028017523856,0.920224256925407
599.996666666667,0.850795687590924,0.917409724947348
604.996666666667,0.848273527975305,0.916009063117068
609.996666666667,0.847014068334693,0.913916244431979
614.996666666667,0.847014068334693,0.911832819170822
619.996666666667,0.846384717498846,0.911140415666501
624.996666666667,0.843241544112185,0.907693713873377
629.996666666667,0.840103430391115,0.902229692058233
634.996666666667,0.836342883740115,0.905637504005189
639.996666666667,0.835716581493584,0.901550902815402
644.996666666667,0.837595856052331,0.899519989784909
649.996666666667,0.829458328486299,0.898170510975486
654.996666666667,0.828832778900263,0.895482069252388
659.996666666667,0.830709441067127,0.893474534448103
665.158333333333,0.799319401312322,0.891474366155257
669.996666666667,0.82758172248123,0.88420018799595
674.996666666667,0.823828533198716,0.882231577391994
679.996666666667,0.824454047851551,0.880269125283781
684.996666666667,0.834464374195438,0.873769551039263
689.996666666667,0.815062119223438,0.879616401986365
694.995,0.815062119223438,0.872476825425837
699.996666666667,0.814435056312699,0.865405720682808
704.996666666667,0.810040741440477,0.868611989134203
709.996666666667,0.807525075525407,0.867328040720069
714.995,0.805005545833296,0.861573889473306
719.996666666667,0.804374960526187,0.857757507003529
