Time,zero,half,max
0,0.697497303493717,0.67527015621913,0.653413177424632
5,0.703621657647057,0.68495294890324,0.653413177424632
10,0.699037316436457,0.681752337221015,0.67363233610193
15,0.702861273862785,0.670335641749607,0.648187587167328
20,0.692058871262232,0.67363233610193,0.64110830519992
25,0.688916771486654,0.649937355756554,0.642890329069516
30,0.69517579048524,0.649063459290492,0.657714273617181
35,0.681752337221015,0.644664132300228,0.638419892117323
40,0.69049102801761,0.664497335374225,0.662812753766193
45,0.687336085350016,0.658568700688153,0.656857889903457
50,0.68094800490973,0.63480618250634,0.658568700688153
55,0.694398884002152,0.654277270373111,0.645548029670336
60,0.682555001085994,0.656857889903457,0.648187587167328
65,0.699037316436457,0.665336862993405,0.646429911032501
70,0.687336085350016,0.656857889903457,0.664497335374225
75,0.684155267025774,0.655999584270181,0.645548029670336
80,0.704380525354923,0.649937355756554,0.667010356104347
85,0.695951162471956,0.656857889903457,0.651679157478419
90,0.689704694579525,0.650809206019321,0.649937355756554
95,0.697497303493717,0.651679157478419,0.649063459290492
100,0.699805095628721,0.652547148198432,0.676900952591589
105,0.694398884002152,0.664497335374225,0.632986663407421
110,0.698268042149305,0.655139357375822,0.632986663407421
115,0.719995541665686,0.670335641749607,0.652547148198432
120,0.705894047630024,0.670335641749607,0.649937355756554
125,0.723627353697246,0.662812753766193,0.647309713974121
130.163333333333,0.699037316436457,0.664497335374225,0.655999584270181
135,0.705138006307721,0.672810862602507,0.669507001845842
140,0.712634805262113,0.670335641749607,0.677713785588809
145,0.708153545176925,0.67527015621913,0.663655965449965
149.998333333333,0.712634805262113,0.692840459574502,0.653413177424632
155,0.719265352668881,0.67445211993964,0.688916771486654
160,0.714117604137766,0.67116249461715,0.654277270373111
165,0.716331687825486,0.681752337221015,0.654277270373111
169.998333333333,0.716331687825486,0.677713785588809,0.655139357375822
174.998333333333,0.717067082535111,0.685748977913076,0.658568700688153
179.998333333333,0.730087007404939,0.682555001085994,0.652547148198432
184.998333333333,0.730798750208891,0.685748977913076,0.660271981263939
